LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,night_bus_stop_count,night_tube_station_count,night_transit_score
E01004490,Wandsworth 031A,E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,1510,1510,0,119.0,614,2.5,1,0,1
E01004491,Wandsworth 031B,E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,2150,1824,326,124.9,971,1.9,1,0,1
E01004492,Wandsworth 031C,E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,1719,1719,0,62.2,744,2.3,5,0,5
E01004493,Wandsworth 019A,E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,1761,1734,27,126.2,803,2.2,1,0,1
E01004494,Wandsworth 018A,E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,1666,1645,21,137.8,762,2.2,3,0,3
E01004495,Wandsworth 024A,E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,1536,1536,0,130.4,523,2.9,1,0,1
E01004496,Wandsworth 024B,E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,1956,1956,0,110.6,951,2.1,5,0,5
E01004497,Wandsworth 024C,E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,1445,1445,0,86.5,541,2.7,0,0,0
E01004498,Wandsworth 031D,E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,1705,1705,0,150.8,784,2.2,1,0,1
E01004499,Wandsworth 020A,E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,1591,1591,0,113.7,713,2.2,0,0,0
E01004500,Wandsworth 014A,E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,1622,1591,31,102.4,807,2.0,0,0,0
E01004501,Wandsworth 014B,E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,1582,1582,0,96.0,712,2.2,0,0,0
E01004502,Wandsworth 020B,E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,1655,1655,0,116.4,670,2.5,0,0,0
E01004503,Wandsworth 014C,E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,1672,1625,47,84.4,738,2.2,0,0,0
E01004504,Wandsworth 020C,E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,1523,1523,0,68.1,566,2.7,0,0,0
E01004505,Wandsworth 014D,E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,1616,1616,0,81.1,838,1.9,0,0,0
E01004506,Wandsworth 011A,E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,1923,1922,1,95.2,955,2.0,1,0,1
E01004507,Wandsworth 014E,E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,1838,1838,0,101.5,962,1.9,0,0,0
E01004508,Wandsworth 012A,E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,2019,2019,0,146.8,986,2.0,3,0,3
E01004509,Wandsworth 010A,E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,2190,2190,0,56.8,1122,2.0,7,0,7
E01004510,Wandsworth 012B,E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,1945,1934,11,117.2,917,2.1,2,0,2
E01004511,Wandsworth 010B,E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,1722,1722,0,106.3,712,2.4,0,0,0
E01004512,Wandsworth 019B,E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,1494,1483,11,129.8,618,2.4,0,0,0
E01004513,Wandsworth 018B,E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,1866,1866,0,122.4,833,2.2,3,0,3
E01004514,Wandsworth 012C,E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,1685,1672,13,102.9,799,2.1,4,0,4
E01004515,Wandsworth 012D,E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,1692,1651,41,161.5,739,2.2,0,0,0
E01004516,Wandsworth 036A,E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,1810,1608,202,84.6,510,3.2,0,0,0
E01004517,Wandsworth 037A,E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,1964,1943,21,129.6,810,2.4,0,0,0
E01004518,Wandsworth 036B,E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,1746,1743,3,138.1,650,2.7,0,0,0
E01004519,Wandsworth 036C,E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,1767,1767,0,130.0,632,2.8,0,0,0
E01004520,Wandsworth 036D,E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,1366,1366,0,120.0,459,3.0,0,0,0
E01004521,Wandsworth 037B,E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,1952,1946,6,160.7,768,2.5,0,0,0
E01004522,Wandsworth 037C,E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,1646,1629,17,140.8,628,2.6,0,0,0
E01004523,Wandsworth 036E,E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,1582,1581,1,52.6,722,2.2,0,0,0
E01004524,Wandsworth 037D,E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,1671,1633,38,126.3,774,2.1,0,0,0
E01004525,Wandsworth 035A,E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,1850,1848,2,132.7,659,2.8,5,1,8
E01004526,Wandsworth 035B,E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,1599,1558,41,154.2,655,2.4,4,0,4
E01004527,Wandsworth 035C,E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,1648,1643,5,164.1,578,2.8,0,0,0
E01004528,Wandsworth 035D,E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,1520,1488,32,107.3,655,2.3,2,0,2
E01004529,Wandsworth 035E,E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,2086,2079,7,170.4,902,2.3,2,0,2
E01004530,Wandsworth 035F,E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,1886,1880,6,138.6,789,2.4,0,0,0
E01004531,Wandsworth 033A,E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,1724,1724,0,199.3,649,2.7,0,0,0
E01004532,Wandsworth 032A,E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,1487,1487,0,165.0,644,2.3,0,0,0
E01004533,Wandsworth 033B,E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,1398,1398,0,159.8,569,2.5,0,0,0
E01004534,Wandsworth 008A,E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,1850,1850,0,72.1,825,2.2,2,0,2
E01004535,Wandsworth 007A,E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,1758,1758,0,228.9,731,2.4,0,0,0
E01004536,Wandsworth 008B,E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,2050,2029,21,135.9,928,2.2,3,0,3
E01004537,Wandsworth 007B,E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,1881,1881,0,159.7,799,2.4,1,0,1
E01004538,Wandsworth 007C,E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,2001,2001,0,176.0,909,2.2,2,0,2
E01004539,Wandsworth 003A,E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,2098,2098,0,154.5,800,2.6,0,0,0
E01004540,Wandsworth 003B,E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,2083,2083,0,150.3,1002,2.1,4,0,4
E01004541,Wandsworth 007D,E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,1637,1637,0,172.9,762,2.1,2,0,2
E01004542,Wandsworth 021D,E02000943,Wandsworth 021,E09000032,Wandsworth,E12000007,London,1621,1621,0,123.0,618,2.6,0,0,0
E01004543,Wandsworth 027A,E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,1791,1781,10,85.4,717,2.5,0,0,0
E01004544,Wandsworth 021E,E02000943,Wandsworth 021,E09000032,Wandsworth,E12000007,London,1533,1529,4,149.3,606,2.5,0,0,0
E01004545,Wandsworth 027B,E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,1578,1578,0,107.5,850,1.9,3,0,3
E01004546,Wandsworth 027C,E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,1506,1502,4,164.6,640,2.3,0,0,0
E01004547,Wandsworth 029C,E02000951,Wandsworth 029,E09000032,Wandsworth,E12000007,London,1400,1331,69,121.3,551,2.4,0,0,0
E01004548,Wandsworth 029D,E02000951,Wandsworth 029,E09000032,Wandsworth,E12000007,London,2052,2034,18,123.6,1054,1.9,2,1,5
E01004549,Wandsworth 027D,E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,1664,1593,71,134.5,672,2.4,0,0,0
E01004550,Wandsworth 017D,E02000939,Wandsworth 017,E09000032,Wandsworth,E12000007,London,1534,1363,171,106.6,570,2.4,0,0,0
E01004551,Wandsworth 012E,E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,1764,1764,0,82.7,884,2.0,6,0,6
E01004552,Wandsworth 008C,E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,1982,1982,0,185.8,913,2.2,0,0,0
E01004553,Wandsworth 015A,E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,1640,1640,0,82.2,766,2.1,0,0,0
E01004554,Wandsworth 009A,E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,1607,1607,0,39.4,653,2.5,0,0,0
E01004555,Wandsworth 017E,E02000939,Wandsworth 017,E09000032,Wandsworth,E12000007,London,1688,1663,25,120.5,587,2.8,0,0,0
E01004556,Wandsworth 009B,E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,1612,1612,0,161.8,590,2.7,0,0,0
E01004557,Wandsworth 015B,E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,1540,1530,10,142.3,650,2.4,0,0,0
E01004558,Wandsworth 015C,E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,1710,1707,3,75.5,675,2.5,0,0,0
E01004559,Wandsworth 015D,E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,1397,1397,0,78.9,503,2.8,0,0,0
E01004560,Wandsworth 001A,E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,1954,1954,0,28.3,959,2.0,4,0,4
E01004562,Wandsworth 002B,E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,1764,1764,0,26.8,754,2.3,2,0,2
E01004563,Wandsworth 002C,E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,1961,1961,0,126.8,879,2.2,2,0,2
E01004564,Wandsworth 002D,E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,1768,1768,0,46.3,820,2.2,4,0,4
E01004565,Wandsworth 005A,E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,1679,1679,0,192.1,815,2.1,2,0,2
E01004566,Wandsworth 001B,E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,1567,1567,0,164.8,821,1.9,0,0,0
E01004567,Wandsworth 002E,E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,2343,2343,0,194.4,982,2.4,0,0,0
E01004568,Wandsworth 013A,E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,1665,1064,601,72.1,458,2.3,3,0,3
E01004569,Wandsworth 023A,E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,2439,1969,470,84.8,737,2.7,5,0,5
E01004570,Wandsworth 023B,E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,1904,1873,31,162.0,745,2.5,1,0,1
E01004571,Wandsworth 023C,E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,1681,1681,0,137.0,651,2.6,6,0,6
E01004572,Wandsworth 016A,E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,1662,1649,13,21.1,706,2.3,0,0,0
E01004573,Wandsworth 023D,E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,1596,1521,75,9.5,631,2.4,1,0,1
E01004574,Wandsworth 013B,E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,1811,1811,0,86.1,727,2.5,2,0,2
E01004575,Wandsworth 013C,E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,1810,1528,282,33.5,691,2.2,4,0,4
E01004576,Wandsworth 013D,E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,1564,1543,21,35.1,592,2.6,0,0,0
E01004577,Wandsworth 003C,E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,1957,1928,29,168.9,907,2.1,2,0,2
E01004579,Wandsworth 004B,E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,1615,1615,0,137.6,744,2.2,1,0,1
E01004580,Wandsworth 004C,E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,2092,2032,60,192.6,892,2.3,2,0,2
E01004581,Wandsworth 004D,E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,1817,1817,0,159.4,892,2.0,0,0,0
E01004582,Wandsworth 001C,E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,2147,2147,0,159.7,976,2.2,1,0,1
E01004583,Wandsworth 001D,E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,1806,1669,137,119.8,876,1.9,3,0,3
E01004584,Wandsworth 003D,E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,1710,1702,8,331.4,703,2.4,0,0,0
E01004585,Wandsworth 008D,E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,1840,1835,5,142.2,858,2.1,1,0,1
E01004586,Wandsworth 009C,E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,1812,1812,0,207.8,848,2.1,0,0,0
E01004587,Wandsworth 009D,E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,1743,1743,0,161.5,735,2.4,0,0,0
E01004588,Wandsworth 008E,E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,1954,1953,1,116.9,858,2.3,2,0,2
E01004589,Wandsworth 009E,E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,1700,1700,0,182.0,706,2.4,1,0,1
E01004590,Wandsworth 005B,E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,1749,1749,0,122.3,807,2.2,1,0,1
E01004591,Wandsworth 005C,E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,1734,1734,0,140.0,811,2.1,3,0,3
E01004592,Wandsworth 005D,E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,1628,1628,0,169.9,795,2.0,0,0,0
E01004593,Wandsworth 025A,E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,1830,1830,0,85.2,852,2.1,2,0,2
E01004594,Wandsworth 020D,E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,1657,1657,0,115.3,590,2.8,0,0,0
E01004595,Wandsworth 025B,E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,1757,1757,0,78.2,796,2.2,1,0,1
E01004596,Wandsworth 020E,E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,1621,1621,0,137.5,646,2.5,0,0,0
E01004597,Wandsworth 025C,E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,1813,1813,0,129.7,779,2.3,1,0,1
E01004598,Wandsworth 025D,E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,1760,1760,0,123.4,818,2.2,2,0,2
E01004599,Wandsworth 025E,E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,1515,1515,0,136.7,575,2.6,0,0,0
E01004600,Wandsworth 018C,E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,2062,2062,0,167.2,893,2.3,5,0,5
E01004601,Wandsworth 018D,E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,2241,2241,0,73.7,1006,2.2,5,0,5
E01004602,Wandsworth 010C,E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,1640,1640,0,118.8,706,2.3,0,0,0
E01004604,Wandsworth 006A,E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,1686,1686,0,44.9,593,2.8,1,0,1
E01004605,Wandsworth 006B,E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,1728,1726,2,88.8,785,2.2,1,0,1
E01004606,Wandsworth 006C,E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,1633,1625,8,154.3,754,2.2,3,0,3
E01004607,Wandsworth 006D,E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,1729,1729,0,102.9,718,2.4,2,0,2
E01004608,Wandsworth 006E,E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,1682,1682,0,174.8,785,2.1,2,0,2
E01004609,Wandsworth 010E,E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,2147,2147,0,104.3,996,2.2,5,0,5
E01004610,Wandsworth 033C,E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,1978,1976,2,69.1,632,3.1,1,0,1
E01004611,Wandsworth 032B,E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,1602,1602,0,130.6,570,2.8,0,0,0
E01004612,Wandsworth 032C,E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,1788,1785,3,148.5,558,3.2,3,0,3
E01004613,Wandsworth 033D,E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,1614,1614,0,160.4,677,2.4,2,0,2
E01004614,Wandsworth 034A,E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,2065,2065,0,145.2,855,2.4,1,0,1
E01004615,Wandsworth 034B,E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,1798,1795,3,101.2,757,2.4,3,0,3
E01004616,Wandsworth 034C,E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,2162,2159,3,204.3,816,2.6,2,0,2
E01004617,Wandsworth 034D,E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,1680,1645,35,38.9,638,2.6,2,0,2
E01004618,Wandsworth 032D,E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,1552,1552,0,132.5,527,2.9,0,0,0
E01004619,Wandsworth 015E,E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,1437,1437,0,27.5,536,2.7,0,0,0
E01004620,Wandsworth 019C,E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,1647,1642,5,153.6,702,2.3,0,0,0
E01004621,Wandsworth 019D,E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,1686,1635,51,38.5,659,2.5,0,0,0
E01004622,Wandsworth 024D,E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,2266,1092,1174,112.0,533,2.0,0,0,0
E01004623,Wandsworth 019E,E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,1733,1733,0,116.3,712,2.4,0,0,0
E01004624,Wandsworth 024E,E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,1592,1592,0,39.6,624,2.6,0,0,0
E01004625,Wandsworth 027E,E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,1397,1397,0,56.1,469,3.0,0,0,0
E01004626,Wandsworth 027F,E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,1869,1674,195,32.3,724,2.3,0,0,0
E01004627,Wandsworth 019F,E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,1620,1614,6,145.6,631,2.6,1,0,1
E01004628,Wandsworth 022A,E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,2300,2102,198,101.0,911,2.3,0,0,0
E01004629,Wandsworth 020F,E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,1618,1586,32,66.3,609,2.6,0,0,0
E01004630,Wandsworth 022B,E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,1751,1751,0,154.1,679,2.6,0,0,0
E01004631,Wandsworth 022C,E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,1537,1452,85,95.0,643,2.3,0,0,0
E01004632,Wandsworth 028A,E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,1527,1527,0,55.1,593,2.6,0,0,0
E01004633,Wandsworth 022D,E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,1618,1618,0,195.9,623,2.6,0,0,0
E01004634,Wandsworth 028B,E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,1473,1465,8,119.5,697,2.1,0,0,0
E01004635,Wandsworth 028C,E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,1645,1616,29,100.5,691,2.3,0,0,0
E01004636,Wandsworth 028D,E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,1462,1462,0,95.4,650,2.2,0,0,0
E01004637,Wandsworth 028E,E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,1471,1471,0,103.9,602,2.4,0,0,0
E01004638,Wandsworth 011B,E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,1449,1438,11,53.0,519,2.8,0,0,0
E01004639,Wandsworth 011C,E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,1724,1715,9,76.5,783,2.2,2,0,2
E01004640,Wandsworth 011D,E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,1775,1775,0,106.9,797,2.2,1,0,1
E01004641,Wandsworth 011E,E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,1910,1910,0,92.0,818,2.3,3,0,3
E01004642,Wandsworth 016B,E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,1856,1734,122,84.4,761,2.3,2,0,2
E01004643,Wandsworth 016C,E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,2013,1981,32,99.6,851,2.3,0,0,0
E01004644,Wandsworth 016D,E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,1937,1924,13,49.3,870,2.2,1,0,1
E01004645,Wandsworth 016E,E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,2078,1983,95,131.0,844,2.3,0,0,0
E01004646,Westminster 002A,E02000961,Westminster 002,E09000033,Westminster,E12000007,London,1653,1653,0,77.0,616,2.7,0,0,0
E01004647,Westminster 001A,E02000960,Westminster 001,E09000033,Westminster,E12000007,London,1480,1480,0,75.9,685,2.2,1,0,1
E01004648,Westminster 002B,E02000961,Westminster 002,E09000033,Westminster,E12000007,London,2398,2398,0,112.1,1122,2.1,3,0,3
E01004649,Westminster 001B,E02000960,Westminster 001,E09000033,Westminster,E12000007,London,1708,1593,115,87.4,716,2.2,4,1,7
E01004650,Westminster 002C,E02000961,Westminster 002,E09000033,Westminster,E12000007,London,1996,1992,4,113.5,932,2.1,0,0,0
E01004651,Westminster 003A,E02000962,Westminster 003,E09000033,Westminster,E12000007,London,2015,2015,0,201.9,1137,1.8,0,0,0
E01004652,Westminster 017A,E02000976,Westminster 017,E09000033,Westminster,E12000007,London,1840,1840,0,391.5,958,1.9,2,0,2
E01004653,Westminster 014A,E02000973,Westminster 014,E09000033,Westminster,E12000007,London,1812,1812,0,199.6,929,2.0,3,0,3
E01004654,Westminster 014B,E02000973,Westminster 014,E09000033,Westminster,E12000007,London,2274,2225,49,192.4,1204,1.8,1,0,1
E01004656,Westminster 014D,E02000973,Westminster 014,E09000033,Westminster,E12000007,London,2107,2107,0,139.3,1178,1.8,0,0,0
E01004657,Westminster 012A,E02000971,Westminster 012,E09000033,Westminster,E12000007,London,1480,1471,9,119.2,827,1.8,4,0,4
E01004658,Westminster 012B,E02000971,Westminster 012,E09000033,Westminster,E12000007,London,1557,1391,166,153.1,744,1.9,2,1,5
E01004659,Westminster 008A,E02000967,Westminster 008,E09000033,Westminster,E12000007,London,1802,1769,33,157.9,961,1.8,2,0,2
E01004660,Westminster 008B,E02000967,Westminster 008,E09000033,Westminster,E12000007,London,1781,1781,0,261.5,873,2.0,3,0,3
E01004661,Westminster 012C,E02000971,Westminster 012,E09000033,Westminster,E12000007,London,1847,1817,30,139.2,892,2.0,6,0,6
E01004662,Westminster 012D,E02000971,Westminster 012,E09000033,Westminster,E12000007,London,1876,1876,0,209.6,1040,1.8,3,0,3
E01004663,Westminster 012E,E02000971,Westminster 012,E09000033,Westminster,E12000007,London,1648,1636,12,177.8,851,1.9,1,0,1
E01004665,Westminster 024A,E02000983,Westminster 024,E09000033,Westminster,E12000007,London,1478,1478,0,309.2,611,2.4,0,0,0
E01004666,Westminster 023B,E02000982,Westminster 023,E09000033,Westminster,E12000007,London,1103,1103,0,128.7,553,2.0,3,0,3
E01004667,Westminster 023C,E02000982,Westminster 023,E09000033,Westminster,E12000007,London,1348,1348,0,102.8,743,1.8,4,0,4
E01004668,Westminster 023D,E02000982,Westminster 023,E09000033,Westminster,E12000007,London,1443,1443,0,261.9,645,2.2,0,0,0
E01004669,Westminster 024B,E02000983,Westminster 024,E09000033,Westminster,E12000007,London,1683,1683,0,234.7,758,2.2,0,0,0
E01004670,Westminster 009A,E02000968,Westminster 009,E09000033,Westminster,E12000007,London,2709,2709,0,326.0,948,2.9,0,0,0
E01004674,Westminster 005A,E02000964,Westminster 005,E09000033,Westminster,E12000007,London,2107,2093,14,240.0,843,2.5,0,0,0
E01004675,Westminster 005B,E02000964,Westminster 005,E09000033,Westminster,E12000007,London,2284,2279,5,253.5,1098,2.1,7,0,7
E01004676,Westminster 006A,E02000965,Westminster 006,E09000033,Westminster,E12000007,London,1685,1685,0,204.7,794,2.1,0,0,0
E01004677,Westminster 005C,E02000964,Westminster 005,E09000033,Westminster,E12000007,London,1815,1795,20,255.3,876,2.0,0,0,0
E01004678,Westminster 005D,E02000964,Westminster 005,E09000033,Westminster,E12000007,London,2000,1997,3,230.4,889,2.2,0,0,0
E01004679,Westminster 005E,E02000964,Westminster 005,E09000033,Westminster,E12000007,London,2143,2118,25,280.1,935,2.3,4,0,4
E01004680,Westminster 015A,E02000974,Westminster 015,E09000033,Westminster,E12000007,London,1488,1451,37,130.6,708,2.0,3,0,3
E01004681,Westminster 016A,E02000975,Westminster 016,E09000033,Westminster,E12000007,London,2126,2126,0,120.9,1150,1.8,5,0,5
E01004682,Westminster 016B,E02000975,Westminster 016,E09000033,Westminster,E12000007,London,1542,1336,206,165.1,765,1.7,2,1,5
E01004683,Westminster 015B,E02000974,Westminster 015,E09000033,Westminster,E12000007,London,1662,1657,5,127.9,767,2.2,1,0,1
E01004684,Westminster 015C,E02000974,Westminster 015,E09000033,Westminster,E12000007,London,1617,1401,216,201.9,701,2.0,3,0,3
E01004686,Westminster 015E,E02000974,Westminster 015,E09000033,Westminster,E12000007,London,1529,1529,0,243.1,848,1.8,1,0,1
E01004687,Westminster 019A,E02000978,Westminster 019,E09000033,Westminster,E12000007,London,1669,1665,4,90.1,799,2.1,0,0,0
E01004688,Westminster 019B,E02000978,Westminster 019,E09000033,Westminster,E12000007,London,1950,878,1072,26.1,486,1.8,4,0,4
E01004689,Westminster 019C,E02000978,Westminster 019,E09000033,Westminster,E12000007,London,1173,1015,158,6.1,510,2.0,14,0,14
E01004690,Westminster 019D,E02000978,Westminster 019,E09000033,Westminster,E12000007,London,1400,1400,0,59.2,627,2.2,2,0,2
E01004691,Westminster 019E,E02000978,Westminster 019,E09000033,Westminster,E12000007,London,1508,1508,0,43.2,816,1.8,5,1,8
E01004692,Westminster 019F,E02000978,Westminster 019,E09000033,Westminster,E12000007,London,1570,1396,174,103.9,644,2.2,3,0,3
E01004693,Westminster 017B,E02000976,Westminster 017,E09000033,Westminster,E12000007,London,1398,1398,0,171.1,735,1.9,1,0,1
E01004694,Westminster 016C,E02000975,Westminster 016,E09000033,Westminster,E12000007,London,1813,1717,96,177.2,949,1.8,2,0,2
