LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,night_bus_stop_count,night_tube_station_count,night_transit_score
E01001258,Ealing 010B,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,1690,1690,0,79.6,634,2.7,1,0,1
E01001259,Ealing 014B,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,1457,1457,0,55.8,510,2.9,3,0,3
E01001260,Ealing 012B,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,1899,1899,0,70.8,660,2.9,0,0,0
E01001261,Ealing 012C,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,2178,2135,43,50.7,758,2.8,4,0,4
E01001262,Ealing 010C,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,1592,1522,70,61.3,558,2.7,1,0,1
E01001263,Ealing 010D,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,1672,1672,0,51.0,647,2.6,0,0,0
E01001264,Ealing 010E,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,1655,1655,0,54.5,612,2.7,0,0,0
E01001265,Ealing 006A,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1692,1692,0,33.8,627,2.7,0,0,0
E01001266,Ealing 006B,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1832,1832,0,25.0,578,3.2,0,0,0
E01001267,Ealing 006C,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1953,1932,21,50.9,814,2.4,0,0,0
E01001268,Ealing 012D,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,1736,1736,0,57.1,629,2.8,0,0,0
E01001269,Ealing 001A,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1983,1983,0,68.1,646,3.1,0,0,0
E01001270,Ealing 004A,E02000241,Ealing 004,E09000009,Ealing,E12000007,London,1721,1721,0,61.1,565,3.0,0,0,0
E01001271,Ealing 001B,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1804,1802,2,53.2,593,3.0,0,0,0
E01001272,Ealing 006D,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1628,1607,21,29.7,542,3.0,0,1,3
E01001273,Ealing 020F,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1623,1623,0,41.7,597,2.7,1,1,4
E01001274,Ealing 020G,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1630,1630,0,60.8,585,2.8,0,1,3
E01001275,Ealing 020H,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,1901,1866,35,54.5,857,2.2,1,0,1
E01001276,Ealing 011A,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1788,1788,0,49.6,651,2.7,0,0,0
E01001277,Ealing 011B,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1844,1844,0,34.0,668,2.8,4,0,4
E01001278,Ealing 011C,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1962,1962,0,43.4,801,2.4,3,2,9
E01001279,Ealing 013C,E02000250,Ealing 013,E09000009,Ealing,E12000007,London,1473,1473,0,58.2,564,2.6,0,0,0
E01001280,Ealing 011D,E02000248,Ealing 011,E09000009,Ealing,E12000007,London,1740,1740,0,46.9,782,2.2,2,0,2
E01001281,Ealing 013D,E02000250,Ealing 013,E09000009,Ealing,E12000007,London,1600,1533,67,55.6,625,2.5,1,0,1
E01001282,Ealing 016B,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1557,1557,0,103.7,627,2.5,0,0,0
E01001283,Ealing 016C,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1595,1595,0,61.2,712,2.2,4,0,4
E01001284,Ealing 022A,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1539,1539,0,32.6,538,2.9,0,0,0
E01001285,Ealing 016D,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1690,1627,63,79.3,562,2.9,0,0,0
E01001286,Ealing 016E,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1674,1674,0,78.4,620,2.7,0,0,0
E01001287,Ealing 016F,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,1437,1437,0,155.9,483,3.0,0,0,0
E01001288,Ealing 022B,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1498,1497,1,86.6,531,2.8,0,0,0
E01001289,Ealing 022C,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1383,1383,0,110.3,476,2.9,0,0,0
E01001290,Ealing 022D,E02000259,Ealing 022,E09000009,Ealing,E12000007,London,1856,1856,0,36.6,738,2.5,0,0,0
E01001291,Ealing 014C,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,1642,1642,0,99.1,495,3.3,0,0,0
E01001292,Ealing 014D,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,1708,1708,0,91.6,504,3.4,0,0,0
E01001293,Ealing 014E,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,1598,1598,0,109.6,478,3.3,0,0,0
E01001294,Ealing 017A,E02000254,Ealing 017,E09000009,Ealing,E12000007,London,1894,1894,0,63.8,538,3.5,0,0,0
E01001295,Ealing 017B,E02000254,Ealing 017,E09000009,Ealing,E12000007,London,1826,1826,0,114.1,521,3.5,0,0,0
E01001296,Ealing 017C,E02000254,Ealing 017,E09000009,Ealing,E12000007,London,1481,1481,0,93.6,404,3.7,0,0,0
E01001297,Ealing 017D,E02000254,Ealing 017,E09000009,Ealing,E12000007,London,1814,1814,0,72.4,495,3.7,0,0,0
E01001298,Ealing 017E,E02000254,Ealing 017,E09000009,Ealing,E12000007,London,1934,1812,122,110.3,529,3.4,0,0,0
E01001299,Ealing 035B,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1833,1833,0,80.4,651,2.8,0,0,0
E01001300,Ealing 039A,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1692,1688,4,123.0,608,2.8,0,0,0
E01001301,Ealing 039B,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1782,1523,259,70.9,707,2.2,5,0,5
E01001302,Ealing 039C,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1621,1621,0,48.1,614,2.6,2,0,2
E01001303,Ealing 032A,E02000269,Ealing 032,E09000009,Ealing,E12000007,London,1639,1639,0,102.0,624,2.6,3,2,9
E01001304,Ealing 039D,E02000276,Ealing 039,E09000009,Ealing,E12000007,London,1627,1627,0,140.6,705,2.3,0,0,0
E01001305,Ealing 035C,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1716,1716,0,113.9,634,2.7,0,0,0
E01001306,Ealing 035D,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,1607,1607,0,104.6,713,2.3,0,0,0
E01001307,Ealing 002A,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1833,1833,0,32.0,633,2.9,0,0,0
E01001308,Ealing 002B,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,2042,2042,0,18.4,679,3.0,0,0,0
E01001309,Ealing 001C,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1830,1830,0,54.8,614,3.0,0,0,0
E01001310,Ealing 001D,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,1801,1789,12,75.8,663,2.7,1,0,1
E01001311,Ealing 001E,E02000238,Ealing 001,E09000009,Ealing,E12000007,London,2082,1977,105,64.8,663,3.0,0,0,0
E01001312,Ealing 002C,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1839,1839,0,89.7,590,3.1,0,0,0
E01001313,Ealing 002D,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1701,1701,0,98.4,516,3.3,0,0,0
E01001314,Ealing 002E,E02000239,Ealing 002,E09000009,Ealing,E12000007,London,1585,1585,0,54.1,506,3.1,0,0,0
E01001315,Ealing 003A,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,1461,1461,0,88.9,495,3.0,2,0,2
E01001316,Ealing 003B,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,1583,1583,0,87.0,620,2.6,2,0,2
E01001317,Ealing 003C,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,1862,1862,0,55.2,686,2.7,0,0,0
E01001318,Ealing 003D,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,1790,1790,0,70.3,677,2.6,1,0,1
E01001319,Ealing 004B,E02000241,Ealing 004,E09000009,Ealing,E12000007,London,1498,1498,0,107.1,490,3.1,0,0,0
E01001320,Ealing 003E,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,1548,1548,0,33.8,534,2.9,0,0,0
E01001321,Ealing 003F,E02000240,Ealing 003,E09000009,Ealing,E12000007,London,2021,2021,0,61.0,758,2.7,0,0,0
E01001322,Ealing 004C,E02000241,Ealing 004,E09000009,Ealing,E12000007,London,1692,1692,0,31.0,627,2.7,1,1,4
E01001323,Ealing 004D,E02000241,Ealing 004,E09000009,Ealing,E12000007,London,1728,1728,0,51.0,684,2.5,6,0,6
E01001324,Ealing 008B,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,1553,1541,12,49.1,662,2.3,2,0,2
E01001325,Ealing 009A,E02000246,Ealing 009,E09000009,Ealing,E12000007,London,1758,1758,0,18.5,602,2.9,0,0,0
E01001326,Ealing 008C,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,1719,1719,0,23.2,674,2.6,2,0,2
E01001327,Ealing 009B,E02000246,Ealing 009,E09000009,Ealing,E12000007,London,1803,1803,0,64.8,600,3.0,3,0,3
E01001328,Ealing 009C,E02000246,Ealing 009,E09000009,Ealing,E12000007,London,1730,1730,0,45.1,620,2.8,4,0,4
E01001329,Ealing 009D,E02000246,Ealing 009,E09000009,Ealing,E12000007,London,1783,1783,0,59.1,631,2.8,0,0,0
E01001330,Ealing 008D,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,1598,1598,0,53.8,636,2.5,2,0,2
E01001331,Ealing 009E,E02000246,Ealing 009,E09000009,Ealing,E12000007,London,1674,1674,0,117.6,618,2.7,1,0,1
E01001332,Ealing 008E,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,1503,1503,0,109.5,579,2.6,1,0,1
E01001333,Ealing 038A,E02000275,Ealing 038,E09000009,Ealing,E12000007,London,1903,1806,97,68.4,563,3.2,0,0,0
E01001334,Ealing 029C,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,1623,1623,0,102.1,522,3.1,0,0,0
E01001335,Ealing 038B,E02000275,Ealing 038,E09000009,Ealing,E12000007,London,1781,1699,82,36.3,524,3.2,0,0,0
E01001336,Ealing 038C,E02000275,Ealing 038,E09000009,Ealing,E12000007,London,1572,1572,0,62.0,519,3.0,0,0,0
E01001337,Ealing 029D,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,1470,1388,82,12.1,452,3.1,6,0,6
E01001338,Ealing 029E,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,1953,1894,59,35.7,518,3.7,3,0,3
E01001339,Ealing 029F,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,1841,1841,0,25.4,568,3.2,0,0,0
E01001340,Ealing 029G,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,1889,1368,521,155.2,506,2.7,0,0,0
E01001341,Ealing 005A,E02000242,Ealing 005,E09000009,Ealing,E12000007,London,1712,1712,0,74.7,529,3.2,0,0,0
E01001342,Ealing 005B,E02000242,Ealing 005,E09000009,Ealing,E12000007,London,1867,1867,0,98.3,638,2.9,0,0,0
E01001343,Ealing 005C,E02000242,Ealing 005,E09000009,Ealing,E12000007,London,1504,1504,0,52.2,483,3.1,0,0,0
E01001344,Ealing 007A,E02000244,Ealing 007,E09000009,Ealing,E12000007,London,2161,2161,0,44.7,880,2.5,0,1,3
E01001345,Ealing 005D,E02000242,Ealing 005,E09000009,Ealing,E12000007,London,1680,1680,0,92.8,501,3.4,0,0,0
E01001346,Ealing 007B,E02000244,Ealing 007,E09000009,Ealing,E12000007,London,1878,1878,0,81.7,634,3.0,0,0,0
E01001347,Ealing 007C,E02000244,Ealing 007,E09000009,Ealing,E12000007,London,1534,1534,0,22.8,518,3.0,0,0,0
E01001348,Ealing 007D,E02000244,Ealing 007,E09000009,Ealing,E12000007,London,1599,1599,0,38.9,626,2.6,0,0,0
E01001349,Ealing 006E,E02000243,Ealing 006,E09000009,Ealing,E12000007,London,1404,1404,0,20.6,507,2.8,0,0,0
E01001350,Ealing 027C,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,1486,1483,3,49.8,621,2.4,0,0,0
E01001351,Ealing 025E,E02000262,Ealing 025,E09000009,Ealing,E12000007,London,1994,1864,130,102.8,811,2.3,3,0,3
E01001352,Ealing 027D,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,1510,1495,15,94.3,571,2.6,3,0,3
E01001353,Ealing 033A,E02000270,Ealing 033,E09000009,Ealing,E12000007,London,1667,1664,3,85.2,718,2.3,1,0,1
E01001354,Ealing 027E,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,1840,1744,96,68.0,677,2.6,5,0,5
E01001355,Ealing 033B,E02000270,Ealing 033,E09000009,Ealing,E12000007,London,1664,1664,0,113.7,760,2.2,4,0,4
E01001356,Ealing 033C,E02000270,Ealing 033,E09000009,Ealing,E12000007,London,1969,1969,0,235.0,841,2.3,0,0,0
E01001357,Ealing 033D,E02000270,Ealing 033,E09000009,Ealing,E12000007,London,1141,1141,0,102.5,426,2.7,0,0,0
E01001358,Ealing 033E,E02000270,Ealing 033,E09000009,Ealing,E12000007,London,1602,1602,0,61.8,586,2.7,0,1,3
E01001359,Ealing 026A,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,2201,2201,0,165.9,562,3.9,2,0,2
E01001360,Ealing 026B,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,1923,1923,0,136.9,505,3.8,0,0,0
E01001361,Ealing 023E,E02000260,Ealing 023,E09000009,Ealing,E12000007,London,1802,1671,131,46.6,460,3.6,4,0,4
E01001362,Ealing 026C,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,1935,1896,39,79.3,511,3.7,0,0,0
E01001363,Ealing 026D,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,1685,1685,0,124.5,471,3.6,2,0,2
E01001364,Ealing 026E,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,1676,1676,0,141.2,516,3.2,0,0,0
E01001365,Ealing 026F,E02000263,Ealing 026,E09000009,Ealing,E12000007,London,2217,2194,23,47.8,590,3.7,0,0,0
E01001366,Ealing 037A,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,1923,1914,9,112.9,543,3.5,0,0,0
E01001367,Ealing 037B,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,1764,1764,0,86.8,527,3.3,0,0,0
E01001368,Ealing 037C,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,1723,1723,0,133.9,456,3.8,0,0,0
E01001369,Ealing 038D,E02000275,Ealing 038,E09000009,Ealing,E12000007,London,1846,1846,0,123.0,525,3.5,0,0,0
E01001370,Ealing 037D,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,1980,1980,0,44.2,532,3.7,0,0,0
E01001371,Ealing 037E,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,2081,2081,0,102.8,594,3.5,0,0,0
E01001372,Ealing 037F,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,1763,1763,0,137.1,493,3.6,0,0,0
E01001373,Ealing 037G,E02000274,Ealing 037,E09000009,Ealing,E12000007,London,1499,1499,0,97.7,412,3.6,0,0,0
E01001374,Ealing 040A,E02006791,Ealing 040,E09000009,Ealing,E12000007,London,1798,1798,0,138.5,805,2.2,0,0,0
E01001375,Ealing 034A,E02000271,Ealing 034,E09000009,Ealing,E12000007,London,1665,1665,0,120.2,706,2.4,3,0,3
E01001376,Ealing 040B,E02006791,Ealing 040,E09000009,Ealing,E12000007,London,1579,1579,0,101.5,743,2.1,3,0,3
E01001377,Ealing 034B,E02000271,Ealing 034,E09000009,Ealing,E12000007,London,1770,1764,6,92.9,718,2.5,4,0,4
E01001379,Ealing 034C,E02000271,Ealing 034,E09000009,Ealing,E12000007,London,1679,1679,0,126.1,709,2.4,0,0,0
E01001380,Ealing 040C,E02006791,Ealing 040,E09000009,Ealing,E12000007,London,1759,1759,0,100.2,762,2.3,0,0,0
E01001381,Ealing 034D,E02000271,Ealing 034,E09000009,Ealing,E12000007,London,1649,1649,0,57.8,738,2.2,4,0,4
E01001382,Ealing 032B,E02000269,Ealing 032,E09000009,Ealing,E12000007,London,1566,1566,0,76.8,564,2.8,0,0,0
E01001383,Ealing 028D,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,1791,1768,23,154.8,662,2.7,0,0,0
E01001384,Ealing 032C,E02000269,Ealing 032,E09000009,Ealing,E12000007,London,1645,1645,0,151.1,677,2.4,2,0,2
E01001385,Ealing 032D,E02000269,Ealing 032,E09000009,Ealing,E12000007,London,1682,1682,0,105.0,667,2.5,1,0,1
E01001386,Ealing 031F,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,1793,1793,0,58.1,735,2.4,3,0,3
E01001387,Ealing 032E,E02000269,Ealing 032,E09000009,Ealing,E12000007,London,1546,1471,75,61.5,713,2.1,2,0,2
E01001388,Ealing 028E,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,1640,1640,0,92.1,743,2.2,8,0,8
E01001389,Ealing 028F,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,1667,1649,18,119.5,726,2.3,1,0,1
E01001390,Enfield 036A,E02000312,Enfield 036,E09000010,Enfield,E12000007,London,1971,1971,0,128.3,762,2.6,0,0,0
E01001391,Enfield 036B,E02000312,Enfield 036,E09000010,Enfield,E12000007,London,1564,1529,35,118.1,687,2.2,0,0,0
E01001392,Enfield 032A,E02000308,Enfield 032,E09000010,Enfield,E12000007,London,1824,1824,0,113.9,665,2.7,0,0,0
E01001393,Enfield 036C,E02000312,Enfield 036,E09000010,Enfield,E12000007,London,2112,2112,0,117.7,839,2.5,0,0,0
E01001394,Enfield 035A,E02000311,Enfield 035,E09000010,Enfield,E12000007,London,1653,1653,0,95.8,640,2.6,2,0,2
E01001395,Enfield 035B,E02000311,Enfield 035,E09000010,Enfield,E12000007,London,1590,1590,0,66.3,620,2.6,0,0,0
E01001396,Enfield 036D,E02000312,Enfield 036,E09000010,Enfield,E12000007,London,1413,1413,0,95.5,511,2.8,2,0,2
E01001397,Enfield 035C,E02000311,Enfield 035,E09000010,Enfield,E12000007,London,1924,1924,0,64.4,783,2.5,0,0,0
E01001398,Enfield 021A,E02000297,Enfield 021,E09000010,Enfield,E12000007,London,1392,1368,24,79.7,491,2.8,0,0,0
E01001399,Enfield 021B,E02000297,Enfield 021,E09000010,Enfield,E12000007,London,1437,1437,0,59.2,499,2.9,0,0,0
E01001400,Enfield 021C,E02000297,Enfield 021,E09000010,Enfield,E12000007,London,1543,1528,15,63.3,587,2.6,1,0,1
E01001401,Enfield 016A,E02000292,Enfield 016,E09000010,Enfield,E12000007,London,1323,1323,0,89.7,501,2.6,0,0,0
E01001402,Enfield 021D,E02000297,Enfield 021,E09000010,Enfield,E12000007,London,1833,1809,24,52.2,691,2.6,5,0,5
E01001403,Enfield 021E,E02000297,Enfield 021,E09000010,Enfield,E12000007,London,1602,1602,0,43.3,633,2.5,0,0,0
E01001404,Enfield 026A,E02000302,Enfield 026,E09000010,Enfield,E12000007,London,1473,1473,0,28.5,525,2.8,0,0,0
E01001405,Enfield 015A,E02000291,Enfield 015,E09000010,Enfield,E12000007,London,1691,1641,50,61.4,862,1.9,0,0,0
E01001406,Enfield 015B,E02000291,Enfield 015,E09000010,Enfield,E12000007,London,1629,1598,31,79.8,675,2.4,0,0,0
E01001407,Enfield 005A,E02000281,Enfield 005,E09000010,Enfield,E12000007,London,1637,1627,10,15.9,613,2.7,0,0,0
E01001408,Enfield 004A,E02000280,Enfield 004,E09000010,Enfield,E12000007,London,1646,1646,0,113.0,731,2.3,0,0,0
E01001409,Enfield 005B,E02000281,Enfield 005,E09000010,Enfield,E12000007,London,1889,1881,8,100.1,806,2.3,0,0,0
E01001410,Enfield 005C,E02000281,Enfield 005,E09000010,Enfield,E12000007,London,1721,1667,54,108.1,755,2.2,0,0,0
E01001411,Enfield 004B,E02000280,Enfield 004,E09000010,Enfield,E12000007,London,1840,1840,0,99.0,759,2.4,0,0,0
E01001412,Enfield 004C,E02000280,Enfield 004,E09000010,Enfield,E12000007,London,1834,1834,0,1.3,677,2.7,0,0,0
E01001413,Enfield 004D,E02000280,Enfield 004,E09000010,Enfield,E12000007,London,1632,1581,51,32.0,612,2.6,0,0,0
E01001414,Enfield 004E,E02000280,Enfield 004,E09000010,Enfield,E12000007,London,1563,1563,0,39.6,687,2.3,0,0,0
E01001415,Enfield 011A,E02000287,Enfield 011,E09000010,Enfield,E12000007,London,1541,1541,0,14.2,677,2.3,6,1,9
E01001416,Enfield 013A,E02000289,Enfield 013,E09000010,Enfield,E12000007,London,1733,1733,0,53.4,598,2.9,0,0,0
E01001417,Enfield 011B,E02000287,Enfield 011,E09000010,Enfield,E12000007,London,1974,1673,301,3.5,601,2.8,0,0,0
E01001418,Enfield 011C,E02000287,Enfield 011,E09000010,Enfield,E12000007,London,1650,1639,11,26.6,703,2.3,2,0,2
E01001419,Enfield 020A,E02000296,Enfield 020,E09000010,Enfield,E12000007,London,1946,1938,8,29.2,794,2.4,3,1,6
E01001420,Enfield 020B,E02000296,Enfield 020,E09000010,Enfield,E12000007,London,1570,1553,17,44.1,569,2.7,0,0,0
E01001421,Enfield 020C,E02000296,Enfield 020,E09000010,Enfield,E12000007,London,1716,1672,44,88.6,714,2.3,1,0,1
E01001422,Enfield 011D,E02000287,Enfield 011,E09000010,Enfield,E12000007,London,1658,1641,17,11.3,559,2.9,0,0,0
E01001423,Enfield 027A,E02000303,Enfield 027,E09000010,Enfield,E12000007,London,1805,1800,5,94.2,643,2.8,0,0,0
E01001424,Enfield 030A,E02000306,Enfield 030,E09000010,Enfield,E12000007,London,1210,1210,0,168.5,496,2.4,0,0,0
E01001425,Enfield 027B,E02000303,Enfield 027,E09000010,Enfield,E12000007,London,1862,1859,3,46.3,737,2.5,2,0,2
E01001426,Enfield 030B,E02000306,Enfield 030,E09000010,Enfield,E12000007,London,1821,1821,0,59.1,628,2.9,0,0,0
E01001427,Enfield 030C,E02000306,Enfield 030,E09000010,Enfield,E12000007,London,1840,1840,0,13.7,683,2.7,0,0,0
E01001428,Enfield 027C,E02000303,Enfield 027,E09000010,Enfield,E12000007,London,1677,1677,0,106.5,611,2.7,0,0,0
E01001429,Enfield 030D,E02000306,Enfield 030,E09000010,Enfield,E12000007,London,2394,2394,0,98.4,1134,2.1,5,0,5
E01001430,Enfield 030E,E02000306,Enfield 030,E09000010,Enfield,E12000007,London,1884,1884,0,161.3,653,2.9,2,0,2
E01001431,Enfield 033A,E02000309,Enfield 033,E09000010,Enfield,E12000007,London,1549,1549,0,114.1,614,2.5,0,0,0
E01001432,Enfield 033B,E02000309,Enfield 033,E09000010,Enfield,E12000007,London,1907,1904,3,124.4,700,2.7,2,0,2
E01001433,Enfield 007A,E02000283,Enfield 007,E09000010,Enfield,E12000007,London,1827,1822,5,54.6,584,3.1,0,0,0
E01001434,Enfield 007B,E02000283,Enfield 007,E09000010,Enfield,E12000007,London,1572,1567,5,89.1,551,2.8,0,0,0
E01001435,Enfield 007C,E02000283,Enfield 007,E09000010,Enfield,E12000007,London,1480,1480,0,94.0,489,3.0,0,0,0
E01001436,Enfield 007D,E02000283,Enfield 007,E09000010,Enfield,E12000007,London,1886,1883,3,96.5,653,2.9,0,0,0
E01001437,Enfield 014A,E02000290,Enfield 014,E09000010,Enfield,E12000007,London,2373,2373,0,9.0,990,2.4,0,0,0
E01001438,Enfield 007E,E02000283,Enfield 007,E09000010,Enfield,E12000007,London,1659,1656,3,60.0,566,2.9,0,0,0
E01001439,Enfield 006A,E02000282,Enfield 006,E09000010,Enfield,E12000007,London,2075,2074,1,98.9,790,2.6,4,0,4
E01001440,Enfield 012A,E02000288,Enfield 012,E09000010,Enfield,E12000007,London,1641,1641,0,52.2,597,2.7,4,0,4
E01001441,Enfield 006B,E02000282,Enfield 006,E09000010,Enfield,E12000007,London,1514,1512,2,45.5,637,2.4,2,0,2
E01001442,Enfield 002A,E02000278,Enfield 002,E09000010,Enfield,E12000007,London,1684,1661,23,146.3,617,2.7,2,0,2
E01001444,Enfield 001A,E02000277,Enfield 001,E09000010,Enfield,E12000007,London,1676,1676,0,48.3,638,2.6,3,0,3
E01001445,Enfield 003B,E02000279,Enfield 003,E09000010,Enfield,E12000007,London,2284,2281,3,16.1,980,2.3,0,0,0
E01001446,Enfield 001B,E02000277,Enfield 001,E09000010,Enfield,E12000007,London,1817,1817,0,100.6,714,2.5,2,0,2
E01001447,Enfield 003C,E02000279,Enfield 003,E09000010,Enfield,E12000007,London,1936,1936,0,104.0,783,2.5,0,0,0
E01001448,Enfield 003D,E02000279,Enfield 003,E09000010,Enfield,E12000007,London,1831,1831,0,116.3,655,2.8,0,0,0
E01001449,Enfield 003E,E02000279,Enfield 003,E09000010,Enfield,E12000007,London,1635,1635,0,69.4,575,2.8,0,0,0
E01001450,Enfield 015C,E02000291,Enfield 015,E09000010,Enfield,E12000007,London,1878,1865,13,52.5,924,2.0,9,0,9
E01001451,Enfield 017A,E02000293,Enfield 017,E09000010,Enfield,E12000007,London,1641,1621,20,26.5,661,2.5,1,0,1
E01001452,Enfield 017B,E02000293,Enfield 017,E09000010,Enfield,E12000007,London,1356,1356,0,21.2,488,2.8,0,0,0
E01001453,Enfield 017C,E02000293,Enfield 017,E09000010,Enfield,E12000007,London,1677,1677,0,32.6,661,2.5,0,0,0
E01001454,Enfield 017D,E02000293,Enfield 017,E09000010,Enfield,E12000007,London,1633,1620,13,42.2,660,2.5,0,0,0
E01001455,Enfield 021F,E02000297,Enfield 021,E09000010,Enfield,E12000007,London,1491,1491,0,62.6,581,2.6,5,0,5
E01001456,Enfield 022A,E02000298,Enfield 022,E09000010,Enfield,E12000007,London,1400,1400,0,52.6,481,2.9,1,0,1
E01001457,Enfield 010A,E02000286,Enfield 010,E09000010,Enfield,E12000007,London,1633,1576,57,61.6,798,2.0,0,0,0
E01001458,Enfield 037A,E02006793,Enfield 037,E09000010,Enfield,E12000007,London,1745,1724,21,107.1,664,2.6,0,0,0
E01001459,Enfield 024A,E02000300,Enfield 024,E09000010,Enfield,E12000007,London,1675,1675,0,77.3,556,3.0,0,0,0
E01001460,Enfield 024B,E02000300,Enfield 024,E09000010,Enfield,E12000007,London,1711,1689,22,139.6,660,2.6,0,0,0
E01001461,Enfield 027D,E02000303,Enfield 027,E09000010,Enfield,E12000007,London,1716,1706,10,59.3,707,2.4,0,0,0
E01001462,Enfield 024C,E02000300,Enfield 024,E09000010,Enfield,E12000007,London,1339,1339,0,122.7,531,2.5,0,0,0
E01001463,Enfield 031A,E02000307,Enfield 031,E09000010,Enfield,E12000007,London,1573,1573,0,60.1,513,3.1,0,0,0
E01001464,Enfield 027E,E02000303,Enfield 027,E09000010,Enfield,E12000007,London,1330,1330,0,65.9,422,3.2,0,0,0
E01001465,Enfield 031B,E02000307,Enfield 031,E09000010,Enfield,E12000007,London,1505,1505,0,65.9,506,3.0,0,0,0
E01001466,Enfield 031C,E02000307,Enfield 031,E09000010,Enfield,E12000007,London,1795,1795,0,181.7,620,2.9,0,0,0
E01001467,Enfield 031D,E02000307,Enfield 031,E09000010,Enfield,E12000007,London,1874,1874,0,177.8,634,3.0,0,0,0
E01001468,Enfield 010B,E02000286,Enfield 010,E09000010,Enfield,E12000007,London,1339,1205,134,17.1,524,2.3,0,0,0
E01001469,Enfield 008A,E02000284,Enfield 008,E09000010,Enfield,E12000007,London,1645,1630,15,73.1,633,2.6,0,0,0
