LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area_km2,night_transport_pts,night_bus,night_tube,night_transport_density_km2,LAD19CD,LAD19NM
E01000532,Brent 033C,E02000125,Brent 033,E09000005,Brent,E12000007,London,1630,1630,0,158.7,733,2.2,0.103475693,2,2,0,19.3282107,E09000005,Brent
E01000533,Brent 031E,E02000123,Brent 031,E09000005,Brent,E12000007,London,2259,2259,0,121,952,2.4,0.184777315,1,1,0,5.411919747,E09000005,Brent
E01000534,Brent 033D,E02000125,Brent 033,E09000005,Brent,E12000007,London,1775,1771,4,115.6,651,2.7,0.153529122,0,0,0,0,E09000005,Brent
E01000535,Brent 031F,E02000123,Brent 031,E09000005,Brent,E12000007,London,2170,2170,0,115.4,829,2.6,0.190266169,2,2,0,10.51159024,E09000005,Brent
E01000536,Brent 004A,E02000096,Brent 004,E09000005,Brent,E12000007,London,1573,1561,12,47.2,522,3,0.335921889,0,0,0,0,E09000005,Brent
E01000538,Brent 004B,E02000096,Brent 004,E09000005,Brent,E12000007,London,1582,1554,28,39.7,478,3.3,0.396639124,0,0,0,0,E09000005,Brent
E01000539,Brent 004C,E02000096,Brent 004,E09000005,Brent,E12000007,London,1541,1541,0,54.2,548,2.8,0.282026895,0,0,0,0,E09000005,Brent
E01000540,Brent 004D,E02000096,Brent 004,E09000005,Brent,E12000007,London,1496,1477,19,39.8,471,3.1,0.377977359,0,0,0,0,E09000005,Brent
E01000541,Brent 004E,E02000096,Brent 004,E09000005,Brent,E12000007,London,1406,1402,4,57.7,499,2.8,0.241066572,0,0,0,0,E09000005,Brent
E01000543,Brent 003E,E02000095,Brent 003,E09000005,Brent,E12000007,London,1596,1596,0,81.4,500,3.2,0.1955746,3,2,1,15.33941521,E09000005,Brent
E01000544,Brent 034A,E02000126,Brent 034,E09000005,Brent,E12000007,London,1777,1777,0,246.5,742,2.4,0.072646477,1,1,0,13.76529238,E09000005,Brent
E01000545,Brent 028A,E02000120,Brent 028,E09000005,Brent,E12000007,London,1809,1809,0,156.1,856,2.1,0.115149488,2,2,0,17.36872679,E09000005,Brent
E01000546,Brent 028B,E02000120,Brent 028,E09000005,Brent,E12000007,London,1645,1645,0,173.2,756,2.2,0.095394109,2,2,0,20.96565514,E09000005,Brent
E01000547,Brent 028C,E02000120,Brent 028,E09000005,Brent,E12000007,London,1780,1780,0,234.8,768,2.3,0.076540013,0,0,0,0,E09000005,Brent
E01000548,Brent 028D,E02000120,Brent 028,E09000005,Brent,E12000007,London,2044,2034,10,188.9,1014,2,0.107243476,4,4,0,37.29830616,E09000005,Brent
E01000549,Brent 028E,E02000120,Brent 028,E09000005,Brent,E12000007,London,1936,1936,0,174.1,883,2.2,0.111930946,0,0,0,0,E09000005,Brent
E01000550,Brent 034B,E02000126,Brent 034,E09000005,Brent,E12000007,London,1966,1941,25,138.1,906,2.1,0.143391063,6,6,0,41.84361205,E09000005,Brent
E01000551,Brent 034C,E02000126,Brent 034,E09000005,Brent,E12000007,London,2215,2203,12,162,940,2.3,0.136210755,0,0,0,0,E09000005,Brent
E01000552,Brent 034D,E02000126,Brent 034,E09000005,Brent,E12000007,London,1817,1817,0,209.6,793,2.3,0.087812294,1,1,0,11.38792709,E09000005,Brent
E01000553,Brent 015A,E02000107,Brent 015,E09000005,Brent,E12000007,London,2100,2096,4,147.6,696,3,0.143593745,1,1,0,6.964091643,E09000005,Brent
E01000554,Brent 015B,E02000107,Brent 015,E09000005,Brent,E12000007,London,1857,1857,0,85.7,683,2.7,0.214178648,1,1,0,4.668999508,E09000005,Brent
E01000555,Brent 015C,E02000107,Brent 015,E09000005,Brent,E12000007,London,1497,1497,0,72.4,512,2.9,0.205370941,0,0,0,0,E09000005,Brent
E01000556,Brent 015D,E02000107,Brent 015,E09000005,Brent,E12000007,London,1869,1869,0,190.9,800,2.3,0.097213453,4,4,0,41.14656845,E09000005,Brent
E01000557,Brent 015E,E02000107,Brent 015,E09000005,Brent,E12000007,London,1861,1841,20,158.8,751,2.5,0.116503438,2,2,0,17.16687541,E09000005,Brent
E01000558,Brent 015F,E02000107,Brent 015,E09000005,Brent,E12000007,London,1508,1465,43,86.8,665,2.2,0.17330092,1,1,0,5.770309818,E09000005,Brent
E01000559,Brent 018E,E02000110,Brent 018,E09000005,Brent,E12000007,London,1415,1411,4,124,650,2.2,0.112486917,0,0,0,0,E09000005,Brent
E01000560,Brent 023D,E02000115,Brent 023,E09000005,Brent,E12000007,London,1617,1614,3,77.9,727,2.2,0.210396623,0,0,0,0,E09000005,Brent
E01000561,Brent 023E,E02000115,Brent 023,E09000005,Brent,E12000007,London,1805,1805,0,153,823,2.2,0.114771884,3,2,1,26.13880589,E09000005,Brent
E01000562,Brent 008A,E02000100,Brent 008,E09000005,Brent,E12000007,London,1548,1543,5,49.6,480,3.2,0.308547952,0,0,0,0,E09000005,Brent
E01000563,Brent 008B,E02000100,Brent 008,E09000005,Brent,E12000007,London,1480,1480,0,39.5,474,3.1,0.38148603,4,4,0,10.48531188,E09000005,Brent
E01000564,Brent 013A,E02000105,Brent 013,E09000005,Brent,E12000007,London,1570,1557,13,77.5,460,3.4,0.207398499,0,0,0,0,E09000005,Brent
E01000565,Brent 013B,E02000105,Brent 013,E09000005,Brent,E12000007,London,1473,1467,6,79.4,497,3,0.187595438,1,1,0,5.330620031,E09000005,Brent
E01000566,Brent 008C,E02000100,Brent 008,E09000005,Brent,E12000007,London,1535,1531,4,73.5,475,3.2,0.209254187,0,0,0,0,E09000005,Brent
E01000567,Brent 016A,E02000108,Brent 016,E09000005,Brent,E12000007,London,1380,1372,8,66.9,486,2.8,0.203006232,0,0,0,0,E09000005,Brent
E01000568,Brent 008D,E02000100,Brent 008,E09000005,Brent,E12000007,London,2260,1599,661,28.1,787,2,0.802463612,2,2,0,2.492324849,E09000005,Brent
E01000569,Brent 008E,E02000100,Brent 008,E09000005,Brent,E12000007,London,1565,1565,0,41.5,480,3.3,0.372655583,0,0,0,0,E09000005,Brent
E01000570,Brent 012A,E02000104,Brent 012,E09000005,Brent,E12000007,London,1579,1578,1,118.4,513,3.1,0.131844296,0,0,0,0,E09000005,Brent
E01000571,Brent 012B,E02000104,Brent 012,E09000005,Brent,E12000007,London,1707,1666,41,48.5,477,3.5,0.352172878,0,0,0,0,E09000005,Brent
E01000572,Brent 007A,E02000099,Brent 007,E09000005,Brent,E12000007,London,1481,1481,0,68.8,462,3.2,0.216659119,0,0,0,0,E09000005,Brent
E01000573,Brent 007B,E02000099,Brent 007,E09000005,Brent,E12000007,London,1596,1591,5,67.7,474,3.4,0.234160133,0,0,0,0,E09000005,Brent
E01000574,Brent 007C,E02000099,Brent 007,E09000005,Brent,E12000007,London,1355,1355,0,61.5,428,3.2,0.219289578,0,0,0,0,E09000005,Brent
E01000575,Brent 007D,E02000099,Brent 007,E09000005,Brent,E12000007,London,1855,1855,0,68.8,625,3,0.273742027,0,0,0,0,E09000005,Brent
E01000576,Brent 012C,E02000104,Brent 012,E09000005,Brent,E12000007,London,1660,1660,0,56.8,534,3.1,0.292025383,0,0,0,0,E09000005,Brent
E01000577,Brent 007E,E02000099,Brent 007,E09000005,Brent,E12000007,London,2420,2369,51,69.9,793,3,0.343726017,0,0,0,0,E09000005,Brent
E01000578,Brent 012D,E02000104,Brent 012,E09000005,Brent,E12000007,London,1821,1761,60,55.1,689,2.6,0.333150181,2,1,1,6.003298563,E09000005,Brent
E01000579,Brent 032A,E02000124,Brent 032,E09000005,Brent,E12000007,London,1665,1659,6,147.6,683,2.4,0.11285668,1,1,0,8.860795805,E09000005,Brent
E01000580,Brent 032B,E02000124,Brent 032,E09000005,Brent,E12000007,London,1980,1944,36,44.4,821,2.4,0.446344066,2,2,0,4.480848189,E09000005,Brent
E01000581,Brent 030E,E02000122,Brent 030,E09000005,Brent,E12000007,London,1550,1550,0,93.5,603,2.6,0.164292255,0,0,0,0,E09000005,Brent
E01000582,Brent 032C,E02000124,Brent 032,E09000005,Brent,E12000007,London,1847,1847,0,95.5,720,2.6,0.193686515,0,0,0,0,E09000005,Brent
E01000583,Brent 032D,E02000124,Brent 032,E09000005,Brent,E12000007,London,2273,2262,11,116.4,1017,2.2,0.199078554,0,0,0,0,E09000005,Brent
E01000584,Brent 033E,E02000125,Brent 033,E09000005,Brent,E12000007,London,1695,1695,0,134.7,619,2.7,0.124137862,0,0,0,0,E09000005,Brent
E01000585,Brent 033F,E02000125,Brent 033,E09000005,Brent,E12000007,London,1814,1814,0,180.9,718,2.5,0.099271758,0,0,0,0,E09000005,Brent
E01000586,Brent 032E,E02000124,Brent 032,E09000005,Brent,E12000007,London,2457,2456,1,164.5,1093,2.2,0.152799879,2,2,0,13.08901558,E09000005,Brent
E01000587,Brent 001A,E02000093,Brent 001,E09000005,Brent,E12000007,London,1708,1653,55,86.3,458,3.6,0.196930372,0,0,0,0,E09000005,Brent
E01000588,Brent 002E,E02000094,Brent 002,E09000005,Brent,E12000007,London,2197,2197,0,62.8,669,3.3,0.347592499,2,2,0,5.753864103,E09000005,Brent
E01000589,Brent 001B,E02000093,Brent 001,E09000005,Brent,E12000007,London,1932,1884,48,66.4,592,3.2,0.292177986,2,2,0,6.845142662,E09000005,Brent
E01000590,Brent 001C,E02000093,Brent 001,E09000005,Brent,E12000007,London,1789,1789,0,67,626,2.9,0.268196658,0,0,0,0,E09000005,Brent
E01000591,Brent 003F,E02000095,Brent 003,E09000005,Brent,E12000007,London,2075,2075,0,64.3,650,3.2,0.319865098,3,3,0,9.378953871,E09000005,Brent
E01000592,Brent 001D,E02000093,Brent 001,E09000005,Brent,E12000007,London,1622,1618,4,81.9,525,3.1,0.199815604,2,2,0,10.00922833,E09000005,Brent
E01000593,Brent 001E,E02000093,Brent 001,E09000005,Brent,E12000007,London,2134,2134,0,118.1,680,3.1,0.180488229,0,0,0,0,E09000005,Brent
E01000594,Brent 001F,E02000093,Brent 001,E09000005,Brent,E12000007,London,1698,1698,0,69.9,527,3.2,0.23957156,3,2,1,12.52235451,E09000005,Brent
E01000595,Brent 027A,E02000119,Brent 027,E09000005,Brent,E12000007,London,1685,1685,0,87.8,582,2.9,0.189934266,2,2,0,10.52995882,E09000005,Brent
E01000596,Brent 021A,E02000113,Brent 021,E09000005,Brent,E12000007,London,1694,1694,0,89.3,640,2.6,0.197042823,0,0,0,0,E09000005,Brent
E01000599,Brent 027D,E02000119,Brent 027,E09000005,Brent,E12000007,London,1308,1308,0,149.5,489,2.7,0.089498852,2,2,0,22.34665532,E09000005,Brent
E01000600,Brent 027E,E02000119,Brent 027,E09000005,Brent,E12000007,London,2047,2029,18,10.1,783,2.6,2.026218703,0,0,0,0,E09000005,Brent
E01000601,Brent 021B,E02000113,Brent 021,E09000005,Brent,E12000007,London,1505,1505,0,21.6,477,3.2,0.699700676,0,0,0,0,E09000005,Brent
E01000602,Brent 021C,E02000113,Brent 021,E09000005,Brent,E12000007,London,1541,1541,0,114.9,512,3,0.130413298,0,0,0,0,E09000005,Brent
E01000603,Brent 021D,E02000113,Brent 021,E09000005,Brent,E12000007,London,1487,1487,0,121.1,576,2.6,0.120448455,0,0,0,0,E09000005,Brent
E01000604,Brent 021E,E02000113,Brent 021,E09000005,Brent,E12000007,London,1766,1766,0,104.5,548,3.2,0.167751185,0,0,0,0,E09000005,Brent
E01000605,Brent 021F,E02000113,Brent 021,E09000005,Brent,E12000007,London,1662,1662,0,96.9,553,3,0.175145103,1,1,0,5.709551568,E09000005,Brent
E01000606,Brent 016B,E02000108,Brent 016,E09000005,Brent,E12000007,London,1710,1703,7,72.6,567,3,0.2336041,0,0,0,0,E09000005,Brent
E01000607,Brent 013C,E02000105,Brent 013,E09000005,Brent,E12000007,London,2223,2214,9,113.2,667,3.3,0.19958564,0,0,0,0,E09000005,Brent
E01000608,Brent 013D,E02000105,Brent 013,E09000005,Brent,E12000007,London,2263,2263,0,39.9,734,3.1,0.564107664,8,8,0,14.18168996,E09000005,Brent
E01000609,Brent 016C,E02000108,Brent 016,E09000005,Brent,E12000007,London,2079,2075,4,83.8,640,3.2,0.248889707,0,0,0,0,E09000005,Brent
E01000610,Brent 019A,E02000111,Brent 019,E09000005,Brent,E12000007,London,1935,1870,65,67.7,621,3,0.287115015,2,2,0,6.965849561,E09000005,Brent
E01000611,Brent 016D,E02000108,Brent 016,E09000005,Brent,E12000007,London,1415,1415,0,115,454,3.1,0.120845113,1,0,1,8.275055335,E09000005,Brent
E01000612,Brent 019B,E02000111,Brent 019,E09000005,Brent,E12000007,London,1652,1652,0,64.6,521,3.2,0.258996928,1,1,0,3.861049652,E09000005,Brent
E01000613,Brent 013E,E02000105,Brent 013,E09000005,Brent,E12000007,London,1673,1659,14,76.8,639,2.6,0.219973702,0,0,0,0,E09000005,Brent
E01000615,Brent 017B,E02000109,Brent 017,E09000005,Brent,E12000007,London,1603,1603,0,24.1,563,2.8,0.667499636,0,0,0,0,E09000005,Brent
E01000616,Brent 020A,E02000112,Brent 020,E09000005,Brent,E12000007,London,1747,1747,0,102.3,586,3,0.170423244,1,1,0,5.867744207,E09000005,Brent
E01000617,Brent 017C,E02000109,Brent 017,E09000005,Brent,E12000007,London,1750,1741,9,64.5,528,3.3,0.273561981,2,2,0,7.310957441,E09000005,Brent
E01000618,Brent 017D,E02000109,Brent 017,E09000005,Brent,E12000007,London,1639,1639,0,89.8,500,3.3,0.179960764,0,0,0,0,E09000005,Brent
E01000619,Brent 017E,E02000109,Brent 017,E09000005,Brent,E12000007,London,1652,1652,0,77.4,473,3.5,0.21017726,0,0,0,0,E09000005,Brent
E01000620,Brent 020B,E02000112,Brent 020,E09000005,Brent,E12000007,London,1715,1637,78,39.1,500,3.3,0.440296353,3,3,0,6.813592658,E09000005,Brent
E01000621,Brent 020C,E02000112,Brent 020,E09000005,Brent,E12000007,London,1779,1774,5,83.3,514,3.5,0.21548919,3,3,0,13.92181204,E09000005,Brent
E01000622,Brent 010D,E02000102,Brent 010,E09000005,Brent,E12000007,London,1585,1585,0,25.3,636,2.5,0.628718629,0,0,0,0,E09000005,Brent
E01000623,Brent 005C,E02000097,Brent 005,E09000005,Brent,E12000007,London,1772,1772,0,92.6,541,3.3,0.192113562,0,0,0,0,E09000005,Brent
E01000624,Brent 005D,E02000097,Brent 005,E09000005,Brent,E12000007,London,1690,1690,0,64.1,594,2.8,0.2638025,2,2,0,7.581429285,E09000005,Brent
E01000625,Brent 009E,E02000101,Brent 009,E09000005,Brent,E12000007,London,1504,1469,35,56.2,557,2.6,0.269096252,5,5,0,18.58071213,E09000005,Brent
E01000626,Brent 010E,E02000102,Brent 010,E09000005,Brent,E12000007,London,1500,1500,0,72.3,590,2.5,0.202819812,2,2,0,9.860969588,E09000005,Brent
E01000627,Brent 014E,E02000106,Brent 014,E09000005,Brent,E12000007,London,1900,1900,0,86.1,653,2.9,0.225326985,2,2,0,8.875989699,E09000005,Brent
E01000628,Brent 014F,E02000106,Brent 014,E09000005,Brent,E12000007,London,1891,1882,9,53.6,633,3,0.350247203,2,1,1,5.710252598,E09000005,Brent
E01000629,Brent 005E,E02000097,Brent 005,E09000005,Brent,E12000007,London,1911,1911,0,104.4,605,3.2,0.179120503,0,0,0,0,E09000005,Brent
E01000630,Brent 026E,E02000118,Brent 026,E09000005,Brent,E12000007,London,2254,2254,0,78.8,768,2.9,0.285593484,1,1,0,3.501480449,E09000005,Brent
E01000631,Brent 019C,E02000111,Brent 019,E09000005,Brent,E12000007,London,1882,1882,0,74.4,522,3.6,0.253223219,0,0,0,0,E09000005,Brent
E01000632,Brent 029E,E02000121,Brent 029,E09000005,Brent,E12000007,London,2087,2087,0,73.3,548,3.8,0.285137529,3,2,1,10.52123867,E09000005,Brent
E01000633,Brent 019D,E02000111,Brent 019,E09000005,Brent,E12000007,London,1970,1949,21,119.7,554,3.5,0.166548725,7,7,0,42.02974246,E09000005,Brent
E01000634,Brent 019E,E02000111,Brent 019,E09000005,Brent,E12000007,London,2343,2343,0,139,696,3.4,0.167859373,1,1,0,5.95736767,E09000005,Brent
E01000635,Brent 020D,E02000112,Brent 020,E09000005,Brent,E12000007,London,2415,2392,23,103.9,774,3.1,0.230997424,3,3,0,12.98715781,E09000005,Brent
E01000636,Brent 020E,E02000112,Brent 020,E09000005,Brent,E12000007,London,1776,1776,0,83.3,518,3.4,0.213823099,4,4,0,18.7070528,E09000005,Brent
E01000637,Brent 022B,E02000114,Brent 022,E09000005,Brent,E12000007,London,1675,1675,0,233,636,2.6,0.0710325,0,0,0,0,E09000005,Brent
E01000638,Brent 024A,E02000116,Brent 024,E09000005,Brent,E12000007,London,1939,1939,0,66,715,2.7,0.288828887,5,5,0,17.31128784,E09000005,Brent
E01000639,Brent 022C,E02000114,Brent 022,E09000005,Brent,E12000007,London,1757,1757,0,181.9,716,2.5,0.096809753,0,0,0,0,E09000005,Brent
E01000640,Brent 024B,E02000116,Brent 024,E09000005,Brent,E12000007,London,2123,2123,0,172.2,802,2.6,0.126348411,4,4,0,31.65849083,E09000005,Brent
E01000641,Brent 024C,E02000116,Brent 024,E09000005,Brent,E12000007,London,1945,1945,0,180.3,715,2.7,0.109169081,0,0,0,0,E09000005,Brent
E01000642,Brent 022D,E02000114,Brent 022,E09000005,Brent,E12000007,London,2054,2044,10,129.1,915,2.2,0.158711843,9,8,1,56.70654338,E09000005,Brent
E01000643,Brent 024D,E02000116,Brent 024,E09000005,Brent,E12000007,London,2146,2139,7,37.6,840,2.5,0.573936304,0,0,0,0,E09000005,Brent
E01000644,Brent 022E,E02000114,Brent 022,E09000005,Brent,E12000007,London,1948,1948,0,158.1,728,2.7,0.12042017,0,0,0,0,E09000005,Brent
E01000645,Bromley 007A,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,1375,1375,0,17.6,536,2.6,0.778711852,0,0,0,0,E09000006,Bromley
E01000646,Bromley 016A,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,1641,1564,77,46.6,728,2.1,0.352751632,0,0,0,0,E09000006,Bromley
E01000647,Bromley 016B,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,1609,1609,0,63.9,635,2.5,0.253494363,0,0,0,0,E09000006,Bromley
E01000648,Bromley 016C,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,1744,1708,36,46,646,2.6,0.381686552,0,0,0,0,E09000006,Bromley
E01000649,Bromley 007B,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,1981,1899,82,23.2,774,2.5,0.848097052,0,0,0,0,E09000006,Bromley
E01000650,Bromley 022A,E02000148,Bromley 022,E09000006,Bromley,E12000007,London,1911,1880,31,21.6,750,2.5,0.884439771,0,0,0,0,E09000006,Bromley
E01000651,Bromley 020A,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,1628,1474,154,56,631,2.3,0.286367304,0,0,0,0,E09000006,Bromley
E01000652,Bromley 022B,E02000148,Bromley 022,E09000006,Bromley,E12000007,London,1625,1625,0,28.1,659,2.5,0.586364129,3,3,0,5.116274769,E09000006,Bromley
E01000653,Bromley 016D,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,1584,1487,97,31.9,608,2.4,0.497993099,0,0,0,0,E09000006,Bromley
E01000654,Bromley 039A,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,1273,1273,0,12,486,2.6,1.056008435,0,0,0,0,E09000006,Bromley
E01000655,Bromley 039B,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,1323,1323,0,34.8,494,2.7,0.376098818,0,0,0,0,E09000006,Bromley
E01000656,Bromley 039C,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,1400,1400,0,4.1,517,2.7,3.407990057,0,0,0,0,E09000006,Bromley
E01000657,Bromley 039D,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,1587,1587,0,51.6,674,2.4,0.308826322,0,0,0,0,E09000006,Bromley
E01000658,Bromley 042A,E02006789,Bromley 042,E09000006,Bromley,E12000007,London,1358,1358,0,6.3,550,2.5,2.166297185,0,0,0,0,E09000006,Bromley
E01000659,Bromley 039E,E02000165,Bromley 039,E09000006,Bromley,E12000007,London,1462,1462,0,28.7,520,2.8,0.509210769,0,0,0,0,E09000006,Bromley
E01000661,Bromley 026A,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,1594,1583,11,17,671,2.4,0.936290274,1,1,0,1.068044845,E09000006,Bromley
E01000662,Bromley 026B,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,1741,1741,0,33.2,680,2.6,0.519909417,3,3,0,5.770235932,E09000006,Bromley
E01000663,Bromley 026C,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,1627,1627,0,51,660,2.5,0.313615489,3,3,0,9.565854068,E09000006,Bromley
E01000664,Bromley 026D,E02000152,Bromley 026,E09000006,Bromley,E12000007,London,1610,1610,0,20.3,612,2.6,0.802660147,0,0,0,0,E09000006,Bromley
E01000665,Bromley 033A,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,1815,1815,0,21.8,757,2.4,0.837970672,0,0,0,0,E09000006,Bromley
E01000666,Bromley 033B,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,1814,1814,0,6.1,776,2.3,2.973913921,0,0,0,0,E09000006,Bromley
E01000667,Bromley 033C,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,1620,1620,0,15.3,622,2.6,1.060584746,0,0,0,0,E09000006,Bromley
E01000668,Bromley 020B,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,1620,1620,0,23.1,691,2.3,0.699742993,5,5,0,7.145480629,E09000006,Bromley
E01000669,Bromley 020C,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,1672,1672,0,96.5,740,2.3,0.172327854,0,0,0,0,E09000006,Bromley
E01000670,Bromley 018A,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,1932,1926,6,39.9,864,2.2,0.485023002,5,5,0,10.30878944,E09000006,Bromley
E01000671,Bromley 020D,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,1744,1744,0,50.9,784,2.2,0.346367769,2,2,0,5.774209319,E09000006,Bromley
E01000672,Bromley 011A,E02000137,Bromley 011,E09000006,Bromley,E12000007,London,1520,1461,59,46.5,650,2.2,0.328871443,2,2,0,6.081403672,E09000006,Bromley
E01000673,Bromley 011B,E02000137,Bromley 011,E09000006,Bromley,E12000007,London,1571,1562,9,32.9,630,2.5,0.474272765,0,0,0,0,E09000006,Bromley
E01000674,Bromley 008A,E02000134,Bromley 008,E09000006,Bromley,E12000007,London,1564,1545,19,77.7,802,1.9,0.199970432,2,2,0,10.0014786,E09000006,Bromley
E01000675,Bromley 018B,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,1624,1612,12,28.2,690,2.3,0.576908856,12,12,0,20.80051273,E09000006,Bromley
E01000676,Bromley 008B,E02000134,Bromley 008,E09000006,Bromley,E12000007,London,1735,1729,6,52.3,866,2,0.32647601,9,9,0,27.56710976,E09000006,Bromley
E01000677,Bromley 018C,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,1769,1769,0,46.4,800,2.2,0.384067063,0,0,0,0,E09000006,Bromley
E01000678,Bromley 016E,E02000142,Bromley 016,E09000006,Bromley,E12000007,London,1707,1707,0,57.1,666,2.6,0.297025356,2,2,0,6.733431883,E09000006,Bromley
E01000679,Bromley 020E,E02000146,Bromley 020,E09000006,Bromley,E12000007,London,1660,1660,0,56.2,662,2.5,0.292181471,0,0,0,0,E09000006,Bromley
E01000680,Bromley 037A,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,1609,1609,0,2,646,2.5,8.253727202,0,0,0,0,E09000006,Bromley
E01000681,Bromley 035A,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,1705,1705,0,54.3,654,2.6,0.314355951,0,0,0,0,E09000006,Bromley
E01000682,Bromley 035B,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,1524,1524,0,54.8,642,2.4,0.28717582,0,0,0,0,E09000006,Bromley
E01000683,Bromley 035C,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,1592,1567,25,61.1,705,2.2,0.255847711,0,0,0,0,E09000006,Bromley
E01000684,Bromley 035D,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,2036,2036,0,50.6,757,2.7,0.409402666,0,0,0,0,E09000006,Bromley
E01000685,Bromley 037B,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,1565,1565,0,14.1,618,2.5,1.10467253,0,0,0,0,E09000006,Bromley
E01000686,Bromley 037C,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,1508,1508,0,34.2,648,2.3,0.443730022,0,0,0,0,E09000006,Bromley
E01000687,Bromley 037D,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,1603,1603,0,27.4,656,2.4,0.574403869,0,0,0,0,E09000006,Bromley
E01000688,Bromley 037E,E02000163,Bromley 037,E09000006,Bromley,E12000007,London,1365,1365,0,14.8,504,2.7,0.923542359,0,0,0,0,E09000006,Bromley
E01000689,Bromley 002A,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,1375,1339,36,9.9,612,2.2,1.38448795,0,0,0,0,E09000006,Bromley
E01000690,Bromley 002B,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,1402,1402,0,42.2,534,2.6,0.332453795,0,0,0,0,E09000006,Bromley
E01000691,Bromley 002C,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,1438,1420,18,59.5,619,2.3,0.243395924,3,3,0,12.32559671,E09000006,Bromley
E01000692,Bromley 002D,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,1575,1565,10,44.7,659,2.4,0.352496773,3,3,0,8.510716211,E09000006,Bromley
E01000693,Bromley 010A,E02000136,Bromley 010,E09000006,Bromley,E12000007,London,1609,1257,352,6,570,2.2,2.668613491,1,1,0,0.374726427,E09000006,Bromley
E01000694,Bromley 007C,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,1627,1589,38,16.1,635,2.5,1.024589547,0,0,0,0,E09000006,Bromley
E01000695,Bromley 007D,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,1494,1469,25,19.7,614,2.4,0.755356309,1,1,0,1.323878531,E09000006,Bromley
E01000696,Bromley 007E,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,1514,1460,54,7.4,637,2.3,2.042304044,3,3,0,1.468929178,E09000006,Bromley
E01000697,Bromley 007F,E02000133,Bromley 007,E09000006,Bromley,E12000007,London,1615,1611,4,31.1,765,2.1,0.511554259,0,0,0,0,E09000006,Bromley
E01000698,Bromley 010B,E02000136,Bromley 010,E09000006,Bromley,E12000007,London,1182,1177,5,10.5,439,2.7,1.132371531,0,0,0,0,E09000006,Bromley
E01000699,Bromley 015A,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,1442,1432,10,105.6,648,2.2,0.136607204,0,0,0,0,E09000006,Bromley
E01000700,Bromley 013A,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,1509,1509,0,75.4,666,2.3,0.200523559,0,0,0,0,E09000006,Bromley
E01000701,Bromley 015B,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,1327,1327,0,99.2,599,2.2,0.132306309,0,0,0,0,E09000006,Bromley
E01000702,Bromley 013B,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,1321,1321,0,95.4,572,2.3,0.139094859,2,2,0,14.37867667,E09000006,Bromley
E01000703,Bromley 013C,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,1599,1581,18,66.3,694,2.3,0.237162653,2,2,0,8.433030973,E09000006,Bromley
E01000704,Bromley 015C,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,1444,1444,0,44.4,593,2.4,0.330223252,0,0,0,0,E09000006,Bromley
